Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5
17.467075250,0,1,0,1,1,1
17.467076500,0,0,0,1,1,1
17.467078000,0,1,0,1,1,1
17.467079250,0,0,0,1,1,1
17.467080750,0,1,0,1,1,1
17.467082000,0,0,0,1,1,1
17.467083375,0,1,0,1,1,1
17.467084750,0,0,0,1,1,1
17.467086125,0,1,0,1,1,1
17.467087500,0,0,0,1,1,1
17.467088875,0,1,0,1,1,1
17.467090125,0,0,0,1,1,1
17.467090500,0,0,1,1,1,1
17.467090625,0,0,0,1,1,1
17.467091625,0,1,0,1,1,1
17.467092875,0,0,0,1,1,1
17.467110750,0,1,0,1,1,1
17.467112000,0,0,0,1,1,1
17.467113500,0,1,0,1,1,1
17.467114750,0,0,0,1,1,1
17.467116125,0,1,0,1,1,1
17.467117500,0,0,0,1,1,1
17.467118875,0,1,0,1,1,1
17.467120125,0,0,0,1,1,1
17.467121625,0,1,0,1,1,1
17.467122875,0,0,0,1,1,1
17.467124375,0,1,0,1,1,1
17.467125625,0,0,0,1,1,1
17.467127000,0,1,0,1,1,1
17.467128375,0,0,0,1,1,1
17.467129750,0,1,0,1,1,1
17.467131000,0,0,0,1,1,1
17.467131375,0,0,1,1,1,1
17.467131500,0,0,0,1,1,1
17.467132500,0,1,0,1,1,1
17.467133750,0,0,0,1,1,1
17.467151625,0,1,0,1,1,1
17.467152875,0,0,0,1,1,1
17.467154375,0,1,0,1,1,1
17.467155625,0,0,0,1,1,1
17.467157125,0,1,0,1,1,1
17.467158375,0,0,0,1,1,1
17.467159750,0,1,0,1,1,1
17.467161125,0,0,0,1,1,1
17.467162500,0,1,0,1,1,1
17.467163750,0,0,0,1,1,1
17.467165250,0,1,0,1,1,1
17.467166500,0,0,0,1,1,1
17.467168000,0,1,0,1,1,1
17.467169250,0,0,0,1,1,1
17.467170625,0,1,0,1,1,1
17.467172000,0,0,0,1,1,1
17.467172250,0,0,1,1,1,1
17.467172375,0,0,0,1,1,1
17.467173375,0,1,0,1,1,1
17.467174625,0,0,0,1,1,1
17.467192750,0,1,0,1,1,1
17.467194000,0,0,0,1,1,1
17.467195500,0,1,0,1,1,1
17.467196750,0,0,0,1,1,1
17.467198125,0,1,0,1,1,1
17.467199500,0,0,0,1,1,1
17.467200875,0,1,0,1,1,1
17.467202250,0,0,0,1,1,1
17.467203625,0,1,0,1,1,1
17.467204875,0,0,0,1,1,1
17.467206375,0,1,0,1,1,1
17.467207625,0,0,0,1,1,1
17.467209000,0,1,0,1,1,1
17.467210375,0,0,0,1,1,1
17.467211750,0,1,0,1,1,1
17.467213125,0,0,0,1,1,1
17.467213375,0,0,1,1,1,1
17.467213500,0,0,0,1,1,1
17.467214500,0,1,0,1,1,1
17.467215750,0,0,0,1,1,1
17.467233625,0,1,0,1,1,1
17.467234875,0,0,0,1,1,1
17.467236375,0,1,0,1,1,1
17.467237625,0,0,0,1,1,1
17.467239125,0,1,0,1,1,1
17.467240375,0,0,0,1,1,1
17.467241750,0,1,0,1,1,1
17.467243125,0,0,0,1,1,1
17.467244500,0,1,0,1,1,1
17.467245750,0,0,0,1,1,1
17.467247250,0,1,0,1,1,1
17.467248500,0,0,0,1,1,1
17.467250000,0,1,0,1,1,1
17.467251250,0,0,0,1,1,1
17.467252625,0,1,0,1,1,1
17.467254000,0,0,0,1,1,1
17.467254250,0,0,1,1,1,1
17.467254375,0,0,0,1,1,1
17.467255375,0,1,0,1,1,1
17.467256750,0,0,0,1,1,1
17.467274500,0,1,0,1,1,1
17.467275875,0,0,0,1,1,1
17.467277250,0,1,0,1,1,1
17.467278500,0,0,0,1,1,1
17.467280000,0,1,0,1,1,1
17.467281250,0,0,0,1,1,1
17.467282750,0,1,0,1,1,1
17.467284000,0,0,0,1,1,1
17.467285375,0,1,0,1,1,1
17.467286750,0,0,0,1,1,1
17.467288125,0,1,0,1,1,1
17.467289375,0,0,0,1,1,1
17.467290875,0,1,0,1,1,1
17.467292125,0,0,0,1,1,1
17.467293625,0,1,0,1,1,1
17.467294875,0,0,0,1,1,1
17.467296250,0,1,0,1,1,1
17.467297625,0,0,0,1,1,1
17.467315625,0,1,0,1,1,1
17.467317000,0,0,0,1,1,1
17.467318375,0,1,0,1,1,1
17.467319625,0,0,0,1,1,1
17.467321125,0,1,0,1,1,1
17.467322375,0,0,0,1,1,1
17.467323750,0,1,0,1,1,1
17.467325125,0,0,0,1,1,1
17.467326500,0,1,0,1,1,1
17.467327875,0,0,0,1,1,1
17.467329250,0,1,0,1,1,1
17.467330500,0,0,0,1,1,1
17.467332000,0,1,0,1,1,1
17.467333250,0,0,0,1,1,1
17.467334750,0,1,0,1,1,1
17.467336000,0,0,0,1,1,1
17.467336250,0,0,1,1,1,1
17.467336375,0,0,0,1,1,1
17.467337375,0,1,0,1,1,1
17.467338750,0,0,0,1,1,1
17.467356500,0,1,0,1,1,1
17.467357875,0,0,0,1,1,1
17.467359250,0,1,0,1,1,1
17.467360500,0,0,0,1,1,1
17.467362000,0,1,0,1,1,1
17.467363250,0,0,0,1,1,1
17.467364750,0,1,0,1,1,1
17.467366000,0,0,0,1,1,1
17.467367375,0,1,0,1,1,1
17.467368750,0,0,0,1,1,1
17.467370125,0,1,0,1,1,1
17.467371500,0,0,0,1,1,1
17.467372875,0,1,0,1,1,1
17.467374125,0,0,0,1,1,1
17.467375625,0,1,0,1,1,1
17.467376875,0,0,0,1,1,1
17.467377250,0,0,1,1,1,1
17.467377375,0,0,0,1,1,1
17.467378375,0,1,0,1,1,1
17.467379625,0,0,0,1,1,1
17.467397500,0,1,0,1,1,1
17.467398750,0,0,0,1,1,1
17.467400125,0,1,0,1,1,1
17.467401500,0,0,0,1,1,1
17.467402875,0,1,0,1,1,1
17.467404125,0,0,0,1,1,1
17.467405625,0,1,0,1,1,1
17.467406875,0,0,0,1,1,1
17.467408375,0,1,0,1,1,1
17.467409625,0,0,0,1,1,1
17.467411000,0,1,0,1,1,1
17.467412375,0,0,0,1,1,1
17.467413750,0,1,0,1,1,1
17.467415125,0,0,0,1,1,1
17.467416500,0,1,0,1,1,1
17.467417750,0,0,0,1,1,1
17.467419250,0,1,0,1,1,1
17.467420500,0,0,0,1,1,1
17.467438500,0,1,0,1,1,1
17.467439875,0,0,0,1,1,1
17.467441250,0,1,0,1,1,1
17.467442625,0,0,0,1,1,1
17.467444000,0,1,0,1,1,1
17.467445250,0,0,0,1,1,1
17.467446750,0,1,0,1,1,1
17.467448000,0,0,0,1,1,1
17.467449500,0,1,0,1,1,1
17.467450750,0,0,0,1,1,1
17.467452125,0,1,0,1,1,1
17.467453500,0,0,0,1,1,1
17.467454875,0,1,0,1,1,1
17.467456125,0,0,0,1,1,1
17.467457625,0,1,0,1,1,1
17.467458875,0,0,0,1,1,1
17.467460375,0,1,0,1,1,1
17.467461625,0,0,0,1,1,1
17.467479500,0,1,0,1,1,1
17.467480750,0,0,0,1,1,1
17.467482125,0,1,0,1,1,1
17.467483500,0,0,0,1,1,1
17.467484875,0,1,0,1,1,1
17.467486250,0,0,0,1,1,1
17.467487625,0,1,0,1,1,1
17.467488875,0,0,0,1,1,1
17.467490375,0,1,0,1,1,1
17.467491625,0,0,0,1,1,1
17.467493125,0,1,0,1,1,1
17.467494375,0,0,0,1,1,1
17.467495750,0,1,0,1,1,1
17.467497125,0,0,0,1,1,1
17.467498500,0,1,0,1,1,1
17.467499750,0,0,0,1,1,1
17.467500125,0,0,1,1,1,1
17.467500250,0,0,0,1,1,1
17.467501250,0,1,0,1,1,1
17.467502500,0,0,0,1,1,1
17.467520375,0,1,0,1,1,1
17.467521625,0,0,0,1,1,1
17.467523125,0,1,0,1,1,1
17.467524375,0,0,0,1,1,1
17.467525750,0,1,0,1,1,1
17.467527125,0,0,0,1,1,1
17.467528500,0,1,0,1,1,1
17.467529875,0,0,0,1,1,1
17.467531250,0,1,0,1,1,1
17.467532500,0,0,0,1,1,1
17.467534000,0,1,0,1,1,1
17.467535250,0,0,0,1,1,1
17.467536625,0,1,0,1,1,1
17.467538000,0,0,0,1,1,1
17.467539375,0,1,0,1,1,1
17.467540750,0,0,0,1,1,1
17.467541000,0,0,1,1,1,1
17.467541125,0,0,0,1,1,1
17.467542125,0,1,0,1,1,1
17.467543375,0,0,0,1,1,1
17.467561250,0,1,0,1,1,1
17.467562500,0,0,0,1,1,1
17.467564000,0,1,0,1,1,1
17.467565250,0,0,0,1,1,1
17.467566750,0,1,0,1,1,1
17.467568000,0,0,0,1,1,1
17.467569375,0,1,0,1,1,1
17.467570750,0,0,0,1,1,1
17.467572125,0,1,0,1,1,1
17.467573500,0,0,0,1,1,1
17.467574875,0,1,0,1,1,1
17.467576125,0,0,0,1,1,1
17.467577625,0,1,0,1,1,1
17.467578875,0,0,0,1,1,1
17.467580250,0,1,0,1,1,1
17.467581625,0,0,0,1,1,1
17.467581875,0,0,1,1,1,1
17.467582000,0,0,0,1,1,1
17.467583000,0,1,0,1,1,1
17.467584375,0,0,0,1,1,1
17.467602375,0,1,0,1,1,1
17.467603625,0,0,0,1,1,1
17.467605125,0,1,0,1,1,1
17.467606375,0,0,0,1,1,1
17.467607875,0,1,0,1,1,1
17.467609125,0,0,0,1,1,1
17.467610500,0,1,0,1,1,1
17.467611875,0,0,0,1,1,1
17.467613250,0,1,0,1,1,1
17.467614500,0,0,0,1,1,1
17.467616000,0,1,0,1,1,1
17.467617250,0,0,0,1,1,1
17.467618750,0,1,0,1,1,1
17.467620000,0,0,0,1,1,1
17.467621375,0,1,0,1,1,1
17.467622750,0,0,0,1,1,1
17.467623000,0,0,1,1,1,1
17.467623125,0,0,0,1,1,1
17.467624125,0,1,0,1,1,1
17.467625375,0,0,0,1,1,1
17.467643250,0,1,0,1,1,1
17.467644625,0,0,0,1,1,1
17.467646000,0,1,0,1,1,1
17.467647250,0,0,0,1,1,1
17.467648750,0,1,0,1,1,1
17.467650000,0,0,0,1,1,1
17.467651375,0,1,0,1,1,1
17.467652750,0,0,0,1,1,1
17.467654125,0,1,0,1,1,1
17.467655500,0,0,0,1,1,1
17.467656875,0,1,0,1,1,1
17.467658125,0,0,0,1,1,1
17.467659625,0,1,0,1,1,1
17.467660875,0,0,0,1,1,1
17.467662375,0,1,0,1,1,1
17.467663625,0,0,0,1,1,1
17.467663875,0,0,1,1,1,1
17.467664000,0,0,0,1,1,1
17.467665000,0,1,0,1,1,1
17.467666375,0,0,0,1,1,1
17.467684125,0,1,0,1,1,1
17.467685500,0,0,0,1,1,1
17.467686875,0,1,0,1,1,1
17.467688250,0,0,0,1,1,1
17.467689625,0,1,0,1,1,1
17.467690875,0,0,0,1,1,1
17.467692375,0,1,0,1,1,1
17.467693625,0,0,0,1,1,1
17.467695000,0,1,0,1,1,1
17.467696375,0,0,0,1,1,1
17.467697750,0,1,0,1,1,1
17.467699125,0,0,0,1,1,1
17.467700500,0,1,0,1,1,1
17.467701750,0,0,0,1,1,1
17.467703250,0,1,0,1,1,1
17.467704500,0,0,0,1,1,1
17.467706000,0,1,0,1,1,1
17.467707250,0,0,0,1,1,1
17.467725250,0,1,0,1,1,1
17.467726625,0,0,0,1,1,1
17.467728000,0,1,0,1,1,1
17.467729250,0,0,0,1,1,1
17.467730750,0,1,0,1,1,1
17.467732000,0,0,0,1,1,1
17.467733500,0,1,0,1,1,1
17.467734750,0,0,0,1,1,1
17.467736125,0,1,0,1,1,1
17.467737500,0,0,0,1,1,1
17.467738875,0,1,0,1,1,1
17.467740125,0,0,0,1,1,1
17.467741625,0,1,0,1,1,1
17.467742875,0,0,0,1,1,1
17.467744375,0,1,0,1,1,1
17.467745625,0,0,0,1,1,1
17.467747000,0,1,0,1,1,1
17.467748375,0,0,0,1,1,1
17.467766125,0,1,0,1,1,1
17.467767500,0,0,0,1,1,1
17.467768875,0,1,0,1,1,1
17.467770250,0,0,0,1,1,1
17.467771625,0,1,0,1,1,1
17.467772875,0,0,0,1,1,1
17.467774375,0,1,0,1,1,1
17.467775625,0,0,0,1,1,1
17.467777125,0,1,0,1,1,1
17.467778375,0,0,0,1,1,1
17.467779750,0,1,0,1,1,1
17.467781125,0,0,0,1,1,1
17.467782500,0,1,0,1,1,1
17.467783750,0,0,0,1,1,1
17.467785250,0,1,0,1,1,1
17.467786500,0,0,0,1,1,1
17.467786875,0,0,1,1,1,1
17.467787000,0,0,0,1,1,1
17.467788000,0,1,0,1,1,1
17.467789250,0,0,0,1,1,1
17.467807125,0,1,0,1,1,1
17.467808375,0,0,0,1,1,1
17.467809750,0,1,0,1,1,1
17.467811125,0,0,0,1,1,1
17.467812500,0,1,0,1,1,1
17.467813875,0,0,0,1,1,1
17.467815250,0,1,0,1,1,1
17.467816500,0,0,0,1,1,1
17.467818000,0,1,0,1,1,1
17.467819250,0,0,0,1,1,1
17.467820750,0,1,0,1,1,1
17.467822000,0,0,0,1,1,1
17.467823375,0,1,0,1,1,1
17.467824750,0,0,0,1,1,1
17.467826125,0,1,0,1,1,1
17.467827375,0,0,0,1,1,1
17.467827750,0,0,1,1,1,1
17.467827875,0,0,0,1,1,1
17.467828875,0,1,0,1,1,1
17.467830125,0,0,0,1,1,1
17.467848250,0,1,0,1,1,1
17.467849500,0,0,0,1,1,1
17.467850875,0,1,0,1,1,1
17.467852250,0,0,0,1,1,1
17.467853625,0,1,0,1,1,1
17.467854875,0,0,0,1,1,1
17.467856375,0,1,0,1,1,1
17.467857625,0,0,0,1,1,1
17.467859125,0,1,0,1,1,1
17.467860375,0,0,0,1,1,1
17.467861750,0,1,0,1,1,1
17.467863125,0,0,0,1,1,1
17.467864500,0,1,0,1,1,1
17.467865750,0,0,0,1,1,1
17.467867250,0,1,0,1,1,1
17.467868500,0,0,0,1,1,1
17.467868875,0,0,1,1,1,1
17.467869000,0,0,0,1,1,1
17.467870000,0,1,0,1,1,1
17.467871250,0,0,0,1,1,1
17.467889125,0,1,0,1,1,1
17.467890375,0,0,0,1,1,1
17.467891875,0,1,0,1,1,1
17.467893125,0,0,0,1,1,1
17.467894500,0,1,0,1,1,1
17.467895875,0,0,0,1,1,1
17.467897250,0,1,0,1,1,1
17.467898500,0,0,0,1,1,1
17.467900000,0,1,0,1,1,1
17.467901250,0,0,0,1,1,1
17.467902750,0,1,0,1,1,1
17.467904000,0,0,0,1,1,1
17.467905375,0,1,0,1,1,1
17.467906750,0,0,0,1,1,1
17.467908125,0,1,0,1,1,1
17.467909375,0,0,0,1,1,1
17.467909750,0,0,1,1,1,1
17.467909875,0,0,0,1,1,1
17.467910875,0,1,0,1,1,1
17.467912125,0,0,0,1,1,1
17.467930000,0,1,0,1,1,1
17.467931250,0,0,0,1,1,1
17.467932750,0,1,0,1,1,1
17.467934000,0,0,0,1,1,1
17.467935375,0,1,0,1,1,1
17.467936750,0,0,0,1,1,1
17.467938125,0,1,0,1,1,1
17.467939500,0,0,0,1,1,1
17.467940875,0,1,0,1,1,1
17.467942125,0,0,0,1,1,1
17.467943625,0,1,0,1,1,1
17.467944875,0,0,0,1,1,1
17.467946375,0,1,0,1,1,1
17.467947625,0,0,0,1,1,1
17.467949000,0,1,0,1,1,1
17.467950375,0,0,0,1,1,1
17.467950625,0,0,1,1,1,1
17.467950750,0,0,0,1,1,1
17.467951750,0,1,0,1,1,1
17.467953000,0,0,0,1,1,1
17.467970875,0,1,0,1,1,1
17.467972250,0,0,0,1,1,1
17.467973625,0,1,0,1,1,1
17.467974875,0,0,0,1,1,1
17.467976375,0,1,0,1,1,1
17.467977625,0,0,0,1,1,1
17.467979125,0,1,0,1,1,1
17.467980375,0,0,0,1,1,1
17.467981750,0,1,0,1,1,1
17.467983125,0,0,0,1,1,1
17.467984500,0,1,0,1,1,1
17.467985750,0,0,0,1,1,1
17.467987250,0,1,0,1,1,1
17.467988500,0,0,0,1,1,1
17.467990000,0,1,0,1,1,1
17.467991250,0,0,0,1,1,1
17.467992625,0,1,0,1,1,1
17.467994000,0,0,0,1,1,1
17.468012000,0,1,0,1,1,1
17.468013250,0,0,0,1,1,1
17.468014750,0,1,0,1,1,1
17.468016000,0,0,0,1,1,1
17.468017500,0,1,0,1,1,1
17.468018750,0,0,0,1,1,1
17.468020125,0,1,0,1,1,1
17.468021500,0,0,0,1,1,1
17.468022875,0,1,0,1,1,1
17.468024125,0,0,0,1,1,1
17.468025625,0,1,0,1,1,1
17.468026875,0,0,0,1,1,1
17.468028375,0,1,0,1,1,1
17.468029625,0,0,0,1,1,1
17.468031000,0,1,0,1,1,1
17.468032375,0,0,0,1,1,1
17.468032625,0,0,1,1,1,1
17.468032750,0,0,0,1,1,1
17.468033750,0,1,0,1,1,1
17.468035000,0,0,0,1,1,1
17.468052875,0,1,0,1,1,1
17.468054250,0,0,0,1,1,1
17.468055625,0,1,0,1,1,1
17.468056875,0,0,0,1,1,1
17.468058375,0,1,0,1,1,1
17.468059625,0,0,0,1,1,1
17.468061125,0,1,0,1,1,1
17.468062375,0,0,0,1,1,1
17.468063750,0,1,0,1,1,1
17.468065125,0,0,0,1,1,1
17.468066500,0,1,0,1,1,1
17.468067750,0,0,0,1,1,1
17.468069250,0,1,0,1,1,1
17.468070500,0,0,0,1,1,1
17.468072000,0,1,0,1,1,1
17.468073250,0,0,0,1,1,1
17.468074625,0,1,0,1,1,1
17.468076000,0,0,0,1,1,1
17.468093875,0,1,0,1,1,1
17.468095125,0,0,0,1,1,1
17.468096500,0,1,0,1,1,1
17.468097875,0,0,0,1,1,1
17.468099250,0,1,0,1,1,1
17.468100500,0,0,0,1,1,1
17.468102000,0,1,0,1,1,1
17.468103250,0,0,0,1,1,1
17.468104750,0,1,0,1,1,1
17.468106000,0,0,0,1,1,1
17.468107375,0,1,0,1,1,1
17.468108750,0,0,0,1,1,1
17.468110125,0,1,0,1,1,1
17.468111375,0,0,0,1,1,1
17.468112875,0,1,0,1,1,1
17.468114125,0,0,0,1,1,1
17.468114500,0,0,1,1,1,1
17.468114625,0,0,0,1,1,1
17.468115625,0,1,0,1,1,1
17.468116875,0,0,0,1,1,1
17.468134875,0,1,0,1,1,1
17.468136250,0,0,0,1,1,1
17.468137625,0,1,0,1,1,1
17.468138875,0,0,0,1,1,1
17.468140375,0,1,0,1,1,1
17.468141625,0,0,0,1,1,1
17.468143125,0,1,0,1,1,1
17.468144375,0,0,0,1,1,1
17.468145750,0,1,0,1,1,1
17.468147125,0,0,0,1,1,1
17.468148500,0,1,0,1,1,1
17.468149750,0,0,0,1,1,1
17.468151250,0,1,0,1,1,1
17.468152500,0,0,0,1,1,1
17.468154000,0,1,0,1,1,1
17.468155250,0,0,0,1,1,1
17.468156625,0,1,0,1,1,1
17.468158000,0,0,0,1,1,1
17.468175875,0,1,0,1,1,1
17.468177125,0,0,0,1,1,1
17.468178500,0,1,0,1,1,1
17.468179875,0,0,0,1,1,1
17.468181250,0,1,0,1,1,1
17.468182500,0,0,0,1,1,1
17.468184000,0,1,0,1,1,1
17.468185250,0,0,0,1,1,1
17.468186750,0,1,0,1,1,1
17.468188000,0,0,0,1,1,1
17.468189375,0,1,0,1,1,1
17.468190750,0,0,0,1,1,1
17.468192125,0,1,0,1,1,1
17.468193375,0,0,0,1,1,1
17.468194875,0,1,0,1,1,1
17.468196125,0,0,0,1,1,1
17.468196500,0,0,1,1,1,1
17.468196625,0,0,0,1,1,1
17.468197625,0,1,0,1,1,1
17.468198875,0,0,0,1,1,1
17.468216750,0,1,0,1,1,1
17.468218000,0,0,0,1,1,1
17.468219500,0,1,0,1,1,1
17.468220750,0,0,0,1,1,1
17.468222125,0,1,0,1,1,1
17.468223500,0,0,0,1,1,1
17.468224875,0,1,0,1,1,1
17.468226125,0,0,0,1,1,1
17.468227625,0,1,0,1,1,1
17.468228875,0,0,0,1,1,1
17.468230375,0,1,0,1,1,1
17.468231625,0,0,0,1,1,1
17.468233000,0,1,0,1,1,1
17.468234375,0,0,0,1,1,1
17.468235750,0,1,0,1,1,1
17.468237000,0,0,0,1,1,1
17.468237375,0,0,1,1,1,1
17.468237500,0,0,0,1,1,1
17.468238500,0,1,0,1,1,1
17.468239750,0,0,0,1,1,1
17.468257875,0,1,0,1,1,1
17.468259125,0,0,0,1,1,1
17.468260500,0,1,0,1,1,1
17.468261875,0,0,0,1,1,1
17.468263250,0,1,0,1,1,1
17.468264500,0,0,0,1,1,1
17.468266000,0,1,0,1,1,1
17.468267250,0,0,0,1,1,1
17.468268750,0,1,0,1,1,1
17.468270000,0,0,0,1,1,1
17.468271375,0,1,0,1,1,1
17.468272750,0,0,0,1,1,1
17.468274125,0,1,0,1,1,1
17.468275500,0,0,0,1,1,1
17.468276875,0,1,0,1,1,1
17.468278125,0,0,0,1,1,1
17.468278500,0,0,1,1,1,1
17.468278625,0,0,0,1,1,1
17.468279625,0,1,0,1,1,1
17.468280875,0,0,0,1,1,1
17.468298750,0,1,0,1,1,1
17.468300000,0,0,0,1,1,1
17.468301500,0,1,0,1,1,1
17.468302750,0,0,0,1,1,1
17.468304125,0,1,0,1,1,1
17.468305500,0,0,0,1,1,1
17.468306875,0,1,0,1,1,1
17.468308125,0,0,0,1,1,1
17.468309625,0,1,0,1,1,1
17.468310875,0,0,0,1,1,1
17.468312375,0,1,0,1,1,1
17.468313625,0,0,0,1,1,1
17.468315000,0,1,0,1,1,1
17.468316375,0,0,0,1,1,1
17.468317750,0,1,0,1,1,1
17.468319000,0,0,0,1,1,1
17.468319375,0,0,1,1,1,1
17.468319500,0,0,0,1,1,1
17.468320500,0,1,0,1,1,1
17.468321750,0,0,0,1,1,1
17.468339625,0,1,0,1,1,1
17.468340875,0,0,0,1,1,1
17.468342375,0,1,0,1,1,1
17.468343625,0,0,0,1,1,1
17.468345125,0,1,0,1,1,1
17.468346375,0,0,0,1,1,1
17.468347750,0,1,0,1,1,1
17.468349125,0,0,0,1,1,1
17.468350500,0,1,0,1,1,1
17.468351750,0,0,0,1,1,1
17.468353250,0,1,0,1,1,1
17.468354500,0,0,0,1,1,1
17.468356000,0,1,0,1,1,1
17.468357250,0,0,0,1,1,1
17.468358625,0,1,0,1,1,1
17.468360000,0,0,0,1,1,1
17.468360250,0,0,1,1,1,1
17.468360375,0,0,0,1,1,1
17.468361375,0,1,0,1,1,1
17.468362625,0,0,0,1,1,1
17.468380500,0,1,0,1,1,1
17.468381875,0,0,0,1,1,1
17.468383250,0,1,0,1,1,1
17.468384500,0,0,0,1,1,1
17.468386000,0,1,0,1,1,1
17.468387250,0,0,0,1,1,1
17.468388750,0,1,0,1,1,1
17.468390000,0,0,0,1,1,1
17.468391375,0,1,0,1,1,1
17.468392750,0,0,0,1,1,1
17.468394125,0,1,0,1,1,1
17.468395375,0,0,0,1,1,1
17.468396875,0,1,0,1,1,1
17.468398125,0,0,0,1,1,1
17.468399625,0,1,0,1,1,1
17.468400875,0,0,0,1,1,1
17.468402250,0,1,0,1,1,1
17.468403625,0,0,0,1,1,1
17.468421625,0,1,0,1,1,1
17.468422875,0,0,0,1,1,1
17.468424375,0,1,0,1,1,1
17.468425625,0,0,0,1,1,1
17.468427125,0,1,0,1,1,1
17.468428375,0,0,0,1,1,1
17.468429750,0,1,0,1,1,1
17.468431125,0,0,0,1,1,1
17.468432500,0,1,0,1,1,1
17.468433750,0,0,0,1,1,1
17.468435250,0,1,0,1,1,1
17.468436500,0,0,0,1,1,1
17.468438000,0,1,0,1,1,1
17.468439250,0,0,0,1,1,1
17.468440625,0,1,0,1,1,1
17.468442000,0,0,0,1,1,1
17.468442250,0,0,1,1,1,1
17.468442375,0,0,0,1,1,1
17.468443375,0,1,0,1,1,1
17.468444750,0,0,0,1,1,1
17.468462500,0,1,0,1,1,1
17.468463875,0,0,0,1,1,1
17.468465250,0,1,0,1,1,1
17.468466500,0,0,0,1,1,1
17.468468000,0,1,0,1,1,1
17.468469250,0,0,0,1,1,1
17.468470750,0,1,0,1,1,1
17.468472000,0,0,0,1,1,1
17.468473375,0,1,0,1,1,1
17.468474750,0,0,0,1,1,1
17.468476125,0,1,0,1,1,1
17.468477375,0,0,0,1,1,1
17.468478875,0,1,0,1,1,1
17.468480125,0,0,0,1,1,1
17.468481625,0,1,0,1,1,1
17.468482875,0,0,0,1,1,1
17.468484250,0,1,0,1,1,1
17.468485625,0,0,0,1,1,1
17.468503500,0,1,0,1,1,1
17.468504750,0,0,0,1,1,1
17.468506125,0,1,0,1,1,1
17.468507500,0,0,0,1,1,1
17.468508875,0,1,0,1,1,1
17.468510125,0,0,0,1,1,1
17.468511625,0,1,0,1,1,1
17.468512875,0,0,0,1,1,1
17.468514375,0,1,0,1,1,1
17.468515625,0,0,0,1,1,1
17.468517000,0,1,0,1,1,1
17.468518375,0,0,0,1,1,1
17.468519750,0,1,0,1,1,1
17.468521000,0,0,0,1,1,1
17.468522500,0,1,0,1,1,1
17.468523750,0,0,0,1,1,1
17.468524125,0,0,1,1,1,1
17.468524250,0,0,0,1,1,1
17.468525250,0,1,0,1,1,1
17.468526500,0,0,0,1,1,1
17.468544500,0,1,0,1,1,1
17.468545875,0,0,0,1,1,1
17.468547250,0,1,0,1,1,1
17.468548500,0,0,0,1,1,1
17.468550000,0,1,0,1,1,1
17.468551250,0,0,0,1,1,1
17.468552750,0,1,0,1,1,1
17.468554000,0,0,0,1,1,1
17.468555375,0,1,0,1,1,1
17.468556750,0,0,0,1,1,1
17.468558125,0,1,0,1,1,1
17.468559500,0,0,0,1,1,1
17.468560875,0,1,0,1,1,1
17.468562125,0,0,0,1,1,1
17.468563625,0,1,0,1,1,1
17.468564875,0,0,0,1,1,1
17.468565250,0,0,1,1,1,1
17.468565375,0,0,0,1,1,1
17.468566250,0,1,0,1,1,1
17.468567625,0,0,0,1,1,1
17.468585500,0,1,0,1,1,1
17.468586750,0,0,0,1,1,1
17.468588125,0,1,0,1,1,1
17.468589500,0,0,0,1,1,1
17.468590875,0,1,0,1,1,1
17.468592125,0,0,0,1,1,1
17.468593625,0,1,0,1,1,1
17.468594875,0,0,0,1,1,1
17.468596375,0,1,0,1,1,1
17.468597625,0,0,0,1,1,1
17.468599000,0,1,0,1,1,1
17.468600375,0,0,0,1,1,1
17.468601750,0,1,0,1,1,1
17.468603125,0,0,0,1,1,1
17.468604500,0,1,0,1,1,1
17.468605750,0,0,0,1,1,1
17.468606125,0,0,1,1,1,1
17.468606250,0,0,0,1,1,1
17.468607250,0,1,0,1,1,1
17.468608500,0,0,0,1,1,1
17.468626375,0,1,0,1,1,1
17.468627625,0,0,0,1,1,1
17.468629125,0,1,0,1,1,1
17.468630375,0,0,0,1,1,1
17.468631750,0,1,0,1,1,1
17.468633125,0,0,0,1,1,1
17.468634500,0,1,0,1,1,1
17.468635750,0,0,0,1,1,1
17.468637250,0,1,0,1,1,1
17.468638500,0,0,0,1,1,1
17.468640000,0,1,0,1,1,1
17.468641250,0,0,0,1,1,1
17.468642625,0,1,0,1,1,1
17.468644000,0,0,0,1,1,1
17.468645375,0,1,0,1,1,1
17.468646750,0,0,0,1,1,1
17.468647000,0,0,1,1,1,1
17.468647125,0,0,0,1,1,1
17.468648125,0,1,0,1,1,1
17.468649375,0,0,0,1,1,1
17.468667500,0,1,0,1,1,1
17.468668750,0,0,0,1,1,1
17.468670125,0,1,0,1,1,1
17.468671500,0,0,0,1,1,1
17.468672875,0,1,0,1,1,1
17.468674250,0,0,0,1,1,1
17.468675625,0,1,0,1,1,1
17.468676875,0,0,0,1,1,1
17.468678375,0,1,0,1,1,1
17.468679625,0,0,0,1,1,1
17.468681000,0,1,0,1,1,1
17.468682375,0,0,0,1,1,1
17.468683750,0,1,0,1,1,1
17.468685125,0,0,0,1,1,1
17.468686500,0,1,0,1,1,1
17.468687750,0,0,0,1,1,1
17.468688125,0,0,1,1,1,1
17.468688250,0,0,0,1,1,1
17.468689250,0,1,0,1,1,1
